G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB
2986,12606,9847,2227,2935,601,77,762,1996,514,141,2558,1539,.298,.444,.607,1.051,182,5976,165,106,4,91,688
