G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB
780,3231,2794,493,781,150,31,196,498,102,35,393,825,.280,.370,.566,.936,153,1581,39,18,0,16,60
