G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB
2298,9537,8498,1320,2461,560,47,377,1518,94,60,801,1522,.290,.356,.500,.855,123,4246,224,125,10,103,61
