G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,onbase_plus_slugging_plus,TB,GIDP,HBP,SH,SF,IBB
579,2378,2165,314,701,117,12,24,210,12,10,182,178,.324,.377,.422,.799,121,914,45,13,2,16,15
